Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,RainToday,RainTomorrow,RainfallTomorrow,WindDir,WindSpeed,Humidity,Pressure,Cloud,Año,Mes,Dia
2008-05-05,Sydney,10.9,22.25,0.0,2.0,10.0,No,No,0.0,NW,11.0,52.5,1016.95,1.5,2008,5,5
2008-05-06,Sydney,12.75,22.35,0.0,3.4,3.1,No,No,0.0,W,9.0,61.0,1015.2,6.5,2008,5,6
2008-05-07,Sydney,14.75,22.5,0.0,3.6,9.4,No,No,0.0,SSE,17.5,50.5,1013.05,2.0,2008,5,7
2008-05-08,Sydney,12.5,21.3,0.0,3.2,10.2,No,No,0.0,S,19.5,54.0,1018.35,1.0,2008,5,8
2008-05-09,Sydney,12.65,21.25,0.0,3.2,10.1,No,No,0.0,SE,14.0,67.5,1020.8,0.5,2008,5,9
2008-05-10,Sydney,13.899999999999999,20.3,0.0,3.0,9.6,No,No,0.0,E,11.0,76.5,1020.9000000000001,1.0,2008,5,10
2008-05-11,Sydney,15.4,19.049999999999997,0.0,1.2,2.1,No,No,0.0,SSE,14.0,75.5,1022.1500000000001,7.0,2008,5,11
2008-05-12,Sydney,13.65,19.35,0.0,1.6,7.3,No,No,0.0,E,13.0,75.5,1022.0,1.0,2008,5,12
2008-05-13,Sydney,14.1,18.9,0.0,1.8,4.2,No,No,0.0,E,10.0,77.5,1022.55,6.5,2008,5,13
2008-05-14,Sydney,12.5,20.3,0.0,2.0,9.7,No,No,0.2,ENE,19.5,73.0,1022.15,1.0,2008,5,14
2008-05-15,Sydney,12.95,21.35,0.2,3.2,8.7,No,Yes,1.2,E,11.0,75.0,1020.0,1.0,2008,5,15
2008-05-16,Sydney,14.850000000000001,22.049999999999997,1.2,2.2,6.4,Yes,No,0.0,NE,15.0,72.0,1015.05,4.0,2008,5,16
2008-05-17,Sydney,17.2,21.35,0.0,4.2,6.9,No,No,0.0,NNW,18.5,46.5,1006.0,5.0,2008,5,17
2008-05-18,Sydney,10.2,17.4,0.0,4.2,9.4,No,No,0.0,W,25.0,46.5,1006.65,1.0,2008,5,18
2008-05-19,Sydney,11.6,20.4,0.0,4.4,9.9,No,No,0.0,W,14.5,47.0,1014.5,0.5,2008,5,19
2008-05-20,Sydney,11.65,21.5,0.0,3.0,10.0,No,No,0.0,W,15.5,51.0,1018.8,1.0,2008,5,20
2008-05-21,Sydney,12.3,18.1,0.0,2.4,6.1,No,No,0.0,S,20.5,69.0,1022.5999999999999,5.5,2008,5,21
2008-05-22,Sydney,13.5,18.049999999999997,0.0,4.0,7.5,No,No,0.0,SSE,19.5,57.5,1027.2,1.5,2008,5,22
2008-05-23,Sydney,11.85,17.75,0.0,3.4,5.4,No,No,0.0,SSE,15.0,64.5,1025.75,3.0,2008,5,23
2008-05-24,Sydney,12.350000000000001,19.700000000000003,0.0,2.4,9.1,No,No,0.0,NW,7.5,55.0,1024.0500000000002,1.0,2008,5,24
2008-05-25,Sydney,9.95,17.6,0.0,3.6,6.5,No,No,0.4,ENE,14.0,68.0,1023.65,3.5,2008,5,25
2008-05-26,Sydney,11.9,20.3,0.4,0.4,9.1,No,No,0.0,ENE,16.5,69.5,1024.25,4.0,2008,5,26
2008-05-27,Sydney,12.55,20.75,0.0,3.2,8.7,No,No,0.0,E,14.0,76.5,1023.1999999999999,2.0,2008,5,27
2008-05-28,Sydney,11.9,18.9,0.0,1.6,3.9,No,No,1.0,NE,14.0,77.0,1024.75,4.5,2008,5,28
2008-05-29,Sydney,11.85,18.1,1.0,1.0,4.6,No,No,0.2,S,11.5,81.0,1029.65,2.5,2008,5,29
2008-05-30,Sydney,11.8,20.3,0.2,1.4,5.6,No,No,0.0,E,13.0,72.5,1030.35,1.5,2008,5,30
2008-05-31,Sydney,11.25,19.75,0.0,1.0,9.4,No,No,0.2,SSE,17.0,75.5,1027.63,1.0,2008,5,31
2008-06-01,Sydney,12.95,19.6,0.2,2.2,0.3,No,Yes,22.0,SE,18.0,82.5,1028.15,7.0,2008,6,1
2008-06-02,Sydney,14.8,17.35,22.0,1.8,0.1,Yes,Yes,4.0,W,8.0,93.5,1026.05,7.5,2008,6,2
2008-06-03,Sydney,15.399999999999999,17.9,4.0,0.4,0.0,Yes,Yes,9.2,E,19.5,94.0,1025.25,8.0,2008,6,3
2008-06-04,Sydney,16.5,17.75,9.2,2.4,0.0,Yes,Yes,46.4,ESE,22.5,87.5,1021.8,8.0,2008,6,4
2008-06-05,Sydney,15.6,16.75,46.4,2.4,0.0,Yes,Yes,12.4,S,24.0,83.0,1019.35,7.5,2008,6,5
2008-06-06,Sydney,14.899999999999999,17.0,12.4,0.4,1.8,Yes,No,0.0,SSW,19.5,75.5,1020.75,6.5,2008,6,6
2008-06-07,Sydney,12.5,18.049999999999997,0.0,2.2,8.8,No,Yes,6.0,S,21.5,62.5,1025.35,1.0,2008,6,7
2008-06-08,Sydney,13.399999999999999,17.45,6.0,1.4,0.5,Yes,Yes,3.6,ESE,17.0,84.0,1030.9499999999998,7.5,2008,6,8
2008-06-09,Sydney,13.45,16.549999999999997,3.6,1.2,1.2,Yes,Yes,1.6,ESE,7.5,92.5,1029.45,7.5,2008,6,9
2008-06-10,Sydney,12.8,19.5,1.6,1.6,3.9,Yes,No,0.0,N,11.0,83.0,1025.7,4.0,2008,6,10
2008-06-11,Sydney,15.25,19.75,0.0,1.8,0.0,No,Yes,5.4,N,5.0,72.0,1021.75,7.5,2008,6,11
2008-06-12,Sydney,13.899999999999999,21.1,5.4,1.8,6.9,Yes,No,0.0,ENE,9.0,80.5,1020.25,4.5,2008,6,12
2008-06-13,Sydney,15.3,17.75,0.0,3.4,8.6,No,No,0.0,NW,23.0,54.5,1011.85,1.5,2008,6,13
2008-06-14,Sydney,10.399999999999999,14.35,0.0,3.8,3.4,No,No,0.0,SW,27.0,50.5,1022.25,6.0,2008,6,14
2008-06-15,Sydney,12.149999999999999,14.9,0.0,2.8,0.1,No,Yes,7.2,SSW,25.0,81.0,1023.6,7.5,2008,6,15
2008-06-16,Sydney,14.15,16.3,7.2,5.0,2.4,Yes,Yes,3.4,SSW,19.5,84.5,1023.6,6.5,2008,6,16
2008-06-17,Sydney,13.649999999999999,17.4,3.4,0.8,1.3,Yes,No,0.0,SSW,12.0,80.5,1025.75,7.0,2008,6,17
2008-06-18,Sydney,14.2,19.299999999999997,0.0,1.6,4.1,No,No,0.0,NE,7.5,79.5,1023.8,7.5,2008,6,18
2008-06-19,Sydney,13.350000000000001,19.450000000000003,0.0,2.0,5.0,No,Yes,3.6,ESE,13.0,80.0,1018.8499999999999,6.5,2008,6,19
2008-06-20,Sydney,14.05,17.549999999999997,3.6,0.6,0.6,Yes,Yes,2.2,W,19.0,70.5,1017.25,7.0,2008,6,20
2008-06-21,Sydney,12.399999999999999,18.25,2.2,1.8,9.4,Yes,No,0.0,W,16.0,53.0,1019.8,1.0,2008,6,21
2008-06-22,Sydney,10.55,16.8,0.0,3.4,9.3,No,No,0.0,SSW,22.0,57.5,1023.6,2.0,2008,6,22
2008-06-23,Sydney,9.05,17.05,0.0,3.4,7.0,No,No,0.0,WNW,13.0,58.5,1022.05,4.0,2008,6,23
2008-06-24,Sydney,9.95,19.0,0.0,1.8,9.2,No,No,0.0,W,14.0,58.5,1025.05,1.0,2008,6,24
2008-06-25,Sydney,10.850000000000001,19.5,0.0,2.8,9.8,No,No,0.0,W,11.5,56.0,1022.5999999999999,0.5,2008,6,25
2008-06-26,Sydney,12.399999999999999,19.75,0.0,3.2,9.7,No,No,0.0,W,28.0,42.5,1016.9,0.5,2008,6,26
2008-06-27,Sydney,10.15,19.15,0.0,4.4,9.3,No,No,0.0,W,19.5,44.5,1024.75,0.0,2008,6,27
2008-06-28,Sydney,9.0,18.4,0.0,3.0,8.8,No,No,0.0,SSE,14.5,55.5,1026.15,1.0,2008,6,28
2008-06-29,Sydney,8.55,20.9,0.0,0.8,9.8,No,No,0.0,NNW,9.5,63.0,1021.4499999999999,1.5,2008,6,29
2008-06-30,Sydney,11.5,21.85,0.0,3.2,9.8,No,No,0.2,NNW,23.5,41.0,1013.7,1.0,2008,6,30
2008-07-01,Sydney,11.7,19.4,0.2,3.8,9.5,No,No,0.0,W,20.5,39.5,1009.75,0.5,2008,7,1
2008-07-02,Sydney,12.7,19.0,0.0,4.0,9.7,No,No,0.0,W,28.5,45.0,1011.85,1.0,2008,7,2
2008-07-03,Sydney,9.95,17.65,0.0,3.2,9.6,No,Yes,1.2,W,12.0,52.5,1021.75,1.0,2008,7,3
2008-07-04,Sydney,8.649999999999999,13.95,1.2,2.4,0.4,Yes,Yes,14.2,S,14.5,86.0,1028.6,7.0,2008,7,4
2008-07-05,Sydney,10.2,17.1,14.2,1.6,2.5,Yes,No,0.0,NE,13.0,63.0,1030.4,6.0,2008,7,5
2008-07-06,Sydney,9.05,18.049999999999997,0.0,2.2,7.8,No,No,0.0,SSE,9.5,71.5,1027.45,2.0,2008,7,6
2008-07-07,Sydney,10.5,19.55,0.0,2.2,4.3,No,No,0.2,N,10.0,71.0,1022.0500000000001,6.0,2008,7,7
2008-07-08,Sydney,11.3,16.799999999999997,0.2,1.6,5.5,No,No,0.0,SE,9.0,64.5,1019.15,2.5,2008,7,8
2008-07-09,Sydney,8.25,13.25,0.0,2.8,4.6,No,Yes,1.8,W,17.5,50.0,1016.85,4.5,2008,7,9
2008-07-10,Sydney,8.7,15.8,1.8,2.4,4.9,Yes,No,0.0,NW,18.5,48.0,1012.3,5.0,2008,7,10
2008-07-11,Sydney,10.65,16.3,0.0,4.8,9.8,No,No,0.0,W,22.0,36.5,1016.75,1.0,2008,7,11
2008-07-12,Sydney,6.75,15.45,0.0,3.4,8.3,No,No,0.0,NE,15.0,56.0,1025.5,5.5,2008,7,12
2008-07-13,Sydney,9.65,17.200000000000003,0.0,2.6,0.0,No,No,0.0,N,10.5,62.5,1022.7,8.0,2008,7,13
2008-07-14,Sydney,11.05,23.0,0.0,1.8,6.1,No,No,0.0,E,3.5,67.0,1019.4,4.0,2008,7,14
2008-07-15,Sydney,10.399999999999999,18.6,0.0,1.8,9.7,No,No,0.0,ESE,15.5,75.5,1019.5999999999999,1.0,2008,7,15
2008-07-16,Sydney,9.850000000000001,17.7,0.0,2.0,9.6,No,No,0.0,SSE,12.0,65.5,1020.6500000000001,1.0,2008,7,16
2008-07-17,Sydney,9.149999999999999,17.9,0.0,1.4,9.0,No,No,0.0,N,16.0,61.0,1016.25,4.5,2008,7,17
2008-07-18,Sydney,9.149999999999999,18.299999999999997,0.0,4.0,8.7,No,No,0.0,W,26.0,47.0,1008.7,1.0,2008,7,18
2008-07-19,Sydney,9.5,18.2,0.0,3.4,9.5,No,No,0.0,W,5.0,42.5,1015.1500000000001,1.5,2008,7,19
2008-07-20,Sydney,12.7,17.200000000000003,0.0,3.2,0.0,No,Yes,2.8,N,5.0,48.0,1012.0,8.0,2008,7,20
2008-07-21,Sydney,11.75,17.1,2.8,1.6,9.7,Yes,No,0.0,NW,28.5,43.5,1007.1500000000001,1.0,2008,7,21
2008-07-22,Sydney,8.0,14.5,0.0,3.8,10.0,No,No,0.0,SSW,20.5,41.5,1025.0,0.5,2008,7,22
2008-07-23,Sydney,6.25,14.399999999999999,0.0,4.0,4.0,No,Yes,7.0,SSW,20.5,64.0,1030.55,6.0,2008,7,23
2008-07-24,Sydney,8.9,15.3,7.0,0.2,1.7,Yes,Yes,8.8,ESE,20.5,82.5,1027.35,7.5,2008,7,24
2008-07-25,Sydney,10.15,12.649999999999999,8.8,2.4,0.1,Yes,Yes,16.2,S,16.0,87.0,1021.35,7.5,2008,7,25
2008-07-26,Sydney,7.300000000000001,16.25,16.2,1.4,8.6,Yes,No,0.0,SSE,18.5,63.0,1016.3,3.0,2008,7,26
2008-07-27,Sydney,7.699999999999999,17.0,0.0,2.0,7.6,No,Yes,3.8,ESE,8.5,56.0,1010.85,4.5,2008,7,27
2008-07-28,Sydney,7.7,11.899999999999999,3.8,3.0,3.6,Yes,Yes,33.2,SW,25.5,79.0,1011.3,7.0,2008,7,28
2008-07-29,Sydney,8.55,14.25,33.2,1.4,6.9,Yes,No,0.2,SSW,21.0,72.5,1016.1500000000001,6.0,2008,7,29
2008-07-30,Sydney,7.7,16.6,0.2,2.6,9.7,No,No,0.0,ESE,15.0,54.0,1015.2,1.5,2008,7,30
2008-07-31,Sydney,6.95,19.4,0.0,3.4,10.2,No,No,0.0,E,15.0,56.5,1014.1,1.5,2008,7,31
2008-08-01,Sydney,12.55,18.8,0.0,4.6,1.8,No,No,0.0,WNW,21.5,43.0,1004.05,6.5,2008,8,1
2008-08-02,Sydney,10.8,16.700000000000003,0.0,4.6,10.1,No,No,0.0,W,26.0,40.0,1013.25,1.0,2008,8,2
2008-08-03,Sydney,10.5,18.75,0.0,3.6,10.0,No,No,0.0,W,13.5,43.0,1019.05,0.5,2008,8,3
2008-08-04,Sydney,9.35,16.1,0.0,3.0,5.9,No,No,0.0,E,13.0,53.5,1018.75,6.0,2008,8,4
2008-08-05,Sydney,7.8999999999999995,16.3,0.0,3.4,8.5,No,No,0.0,SSE,17.5,59.5,1017.6,3.0,2008,8,5
2008-08-06,Sydney,9.15,14.9,0.0,3.4,3.4,No,No,0.8,SSW,14.0,79.5,1015.25,7.0,2008,8,6
2008-08-07,Sydney,9.600000000000001,13.95,0.8,0.4,6.0,No,Yes,4.6,NW,19.5,74.5,1016.25,4.0,2008,8,7
2008-08-08,Sydney,9.95,18.5,4.6,1.4,5.7,Yes,No,0.0,SW,18.0,48.0,1016.65,6.0,2008,8,8
2008-08-09,Sydney,8.4,16.85,0.0,4.0,9.6,No,No,0.0,W,17.0,46.5,1020.0,2.5,2008,8,9
2008-08-10,Sydney,8.6,14.55,0.0,3.0,5.9,No,No,0.4,NW,21.5,50.0,1014.0,2.0,2008,8,10
2008-08-11,Sydney,8.2,15.65,0.4,3.6,10.7,No,No,0.0,W,26.5,40.5,1015.7,2.5,2008,8,11
2008-08-12,Sydney,8.75,16.05,0.0,3.0,10.0,No,No,0.0,W,24.5,39.0,1020.25,1.0,2008,8,12
2008-08-13,Sydney,10.3,16.7,0.0,4.0,10.5,No,No,0.0,ESE,18.5,41.5,1022.45,1.5,2008,8,13
2008-08-14,Sydney,8.7,18.25,0.0,4.0,10.4,No,No,0.0,W,24.0,39.5,1018.35,0.5,2008,8,14
